tripnumber,purchasenumber,departmentnumber,timebetween,price
11.0,9.0,2.0,1.1407130423585898,2.2528197371330423
11.0,10.0,11.0,-0.22079909043162246,1.2348786670301728
12.0,1.0,10.0,0.2229530121074097,-1.1204803628693898
12.0,2.0,10.0,-0.3418223911240858,-0.8887030115228903
12.0,3.0,10.0,-0.4527604167588438,-0.3029953804175469
12.0,4.0,12.0,0.4044879631461047,0.4925647174474648
12.0,5.0,1.0,-0.5031867920473703,-0.638132901959107
12.0,6.0,7.0,-0.6040395426244229,-0.09940716639697304
12.0,7.0,16.0,1.1306277673008847,-0.9732704235006672
12.0,8.0,2.0,1.6046356950130325,1.172236139639227
13.0,1.0,10.0,-0.1199463398545697,-0.9012315170010795
13.0,2.0,14.0,-0.5939542675667178,0.08852041577586443
13.0,3.0,14.0,-0.5838689925090125,0.16682357501454656
13.0,4.0,18.0,-0.19054326525850665,-0.8135319786537554
13.0,5.0,14.0,0.41457323820381,-0.5535654899813303
13.0,6.0,18.0,-0.6443806428552441,-0.9764025498702144
13.0,7.0,18.0,-0.4628456918165491,-0.4846587098512898
13.0,8.0,18.0,-0.5939542675667178,-0.7320966930455257
13.0,9.0,18.0,0.9087517160313685,-0.6224722701113706
13.0,10.0,12.0,0.4549143384346311,0.8151737335108358
13.0,11.0,1.0,-0.5838689925090125,-0.7477573248932623
13.0,12.0,7.0,-0.7654039435477075,-0.616208017372276
13.0,13.0,13.0,-0.3821634913549069,-0.7571537040019041
13.0,14.0,15.0,-0.6847217430860653,-1.0327808245220655
13.0,15.0,15.0,-0.7351481183745916,-0.12759630372289862
13.0,16.0,15.0,-0.4830162419319597,-0.08687866091878386
13.0,17.0,15.0,-0.4527604167588438,-0.15265331467927695
13.0,18.0,15.0,0.031332786011009445,-0.4251483088298913
13.0,19.0,15.0,-0.6242100927398335,-0.31239175952618886
13.0,20.0,8.0,-0.533442617220486,-0.7916070940669243
13.0,21.0,8.0,-0.22079909043162246,-0.6757184183936745
13.0,22.0,6.0,-0.714977568259181,-0.8166641050233026
13.0,23.0,17.0,-0.493101516989665,-0.660057786545938
13.0,24.0,17.0,-0.6141248176821282,-0.8229283577623971
13.0,25.0,17.0,-0.5636984423936019,-0.6537935338068435
13.0,26.0,17.0,-0.5838689925090125,-0.5535654899813303
13.0,27.0,17.0,-0.6141248176821282,-0.506583594438121
13.0,28.0,15.0,-0.2107138153739172,0.3265620198614586
13.0,29.0,15.0,-0.3418223911240858,-0.929420654327005
13.0,30.0,8.0,0.2733793873959361,-0.8605138741969647
13.0,31.0,6.0,-0.2813107407778541,-0.8354568632405863
13.0,32.0,17.0,-0.3014812908932647,-0.6788505447632218
13.0,33.0,17.0,-0.5838689925090125,-0.8354568632405863
13.0,34.0,17.0,-0.3014812908932647,-0.4846587098512898
13.0,35.0,17.0,-0.2913960158355594,-0.7853428413278298
13.0,36.0,16.0,0.46499961349233637,-0.6287365228504653
13.0,37.0,11.0,-0.4426751417011386,-0.48152658348174254
13.0,38.0,5.0,-0.6948070181437704,-0.13386055646199319
14.0,1.0,10.0,-0.5233573421627807,0.04467064660220232
14.0,2.0,10.0,-0.6040395426244229,0.4330543164260664
14.0,3.0,18.0,0.06158861118412528,0.8840805136408761
14.0,4.0,18.0,-0.4830162419319597,2.2121020943289276
14.0,5.0,1.0,1.0499455668392423,-0.6976433029805056
14.0,6.0,1.0,-0.059434689508338044,-0.9795346762397618
14.0,7.0,7.0,-0.4527604167588438,-0.550433363611783
14.0,8.0,13.0,-0.2813107407778541,-0.43454468793853324
14.0,9.0,8.0,1.4936976693782744,-0.3280523913739252
14.0,10.0,6.0,-0.09977578973915915,-0.8511174950883228
14.0,11.0,6.0,-0.2510549156047383,-0.5347727317640465
14.0,12.0,6.0,-0.422504591585728,-0.8699102533056066
14.0,13.0,6.0,0.20278246199199915,-0.9074957697401741
14.0,14.0,6.0,1.4231007439743375,-0.6224722701113706
14.0,15.0,16.0,2.0786436227251803,0.9843085574663896
14.0,16.0,16.0,-0.2510549156047383,-0.6788505447632218
14.0,17.0,9.0,0.19269718693429388,-0.5692261218290666
14.0,18.0,3.0,2.3711165993986336,-0.1181999246142568
14.0,19.0,3.0,-0.4124193165280227,1.0814044749223555
15.0,1.0,14.0,-0.4628456918165491,3.167400637040851
15.0,2.0,18.0,-0.2107138153739172,1.6295265895931312
15.0,3.0,12.0,-0.422504591585728,0.09478466851495901
15.0,4.0,1.0,-0.5737837174513072,-0.5974152591549923
15.0,5.0,7.0,-0.7654039435477075,0.7525312061198899
15.0,6.0,7.0,0.15235608670347278,1.078272348552808
15.0,7.0,7.0,-0.7754892186054128,2.0586279022211103
15.0,8.0,1.0,0.5355965388962733,-0.766550083110546
15.0,9.0,13.0,-0.22079909043162246,-0.7790785885887351
15.0,10.0,15.0,-0.67463646802836,-0.5880188800463504
15.0,11.0,15.0,-0.31156656595097,-0.7446251985237149
15.0,12.0,15.0,-0.10986106479686443,-0.6663220392850326
15.0,13.0,15.0,-0.6948070181437704,-0.2716741167220741
15.0,14.0,8.0,-0.18045799020080136,-0.6631899129154853
15.0,15.0,17.0,0.42465851326151527,1.065743843074619
15.0,16.0,17.0,-0.6141248176821282,1.714094001570908
15.0,17.0,16.0,1.6651473453592642,0.1010489212540536
15.0,18.0,11.0,-0.6242100927398335,0.06972765755858067
15.0,19.0,5.0,-0.4325898666434333,-0.8980993906315321
15.0,20.0,5.0,-0.6544659179129494,-0.49092296259038437
16.0,1.0,14.0,-0.19054326525850665,2.515918352175015
16.0,2.0,12.0,-0.3014812908932647,1.5011094084416923
16.0,3.0,12.0,-0.7553186684900022,0.4330543164260664
16.0,4.0,12.0,-0.19054326525850665,1.2661999307256457
16.0,5.0,12.0,-0.4023340414703175,1.344503089964328
16.0,6.0,7.0,0.001076960837893617,-0.8041355995451135
16.0,7.0,15.0,-0.2510549156047383,-0.6068116382636342
16.0,8.0,15.0,-0.4124193165280227,-0.25601348487433756
16.0,9.0,6.0,1.4130154689166323,-0.5034514680685735
16.0,10.0,6.0,-0.10986106479686443,-0.6631899129154853
16.0,11.0,16.0,1.4936976693782744,0.18874845960137768
16.0,12.0,9.0,-0.6040395426244229,-0.6819826711327692
16.0,13.0,9.0,-0.5132720671050756,-0.7540215776323568
16.0,14.0,2.0,-0.14011688996998026,-0.6005473855245396
16.0,15.0,2.0,-0.3418223911240858,1.4729202711157667
16.0,16.0,9.0,-0.6847217430860653,-0.788474967697377
16.0,17.0,9.0,-0.31156656595097,-0.5880188800463504
16.0,18.0,9.0,-0.6443806428552441,-0.9388170334356469
16.0,19.0,1.0,-0.6443806428552441,-0.8260604841319446
16.0,20.0,1.0,-0.4426751417011386,-0.7790785885887351
16.0,21.0,7.0,-0.7956597687208232,0.8183058598803831
16.0,22.0,13.0,-0.493101516989665,-0.9795346762397618
16.0,23.0,13.0,-0.3922487664126122,-0.7414930721541676
16.0,24.0,17.0,-0.5031867920473703,1.5825446940499217
17.0,1.0,10.0,-0.5939542675667178,-0.8542496214578701
17.0,2.0,18.0,0.6162787393579156,-0.9670061707615726
17.0,3.0,18.0,-0.3216518410086752,-0.3812985396562292
17.0,4.0,18.0,-0.3619929412394963,-0.8980993906315321
17.0,5.0,7.0,0.1826119118765886,-1.0891590991739168
17.0,6.0,14.0,0.12210026153035694,0.9185339037058964
17.0,7.0,14.0,-0.6847217430860653,-0.13386055646199319
17.0,8.0,18.0,-0.493101516989665,-0.7164360611977892
17.0,9.0,1.0,0.3338910377421678,-0.5535654899813303
17.0,10.0,1.0,-0.6141248176821282,-0.465865951634006
17.0,11.0,7.0,-0.7956597687208232,-0.7978713468060189
17.0,12.0,13.0,-0.3317371160663805,-0.8291926105014917
17.0,13.0,8.0,1.0802013920123583,-0.12759630372289862
17.0,14.0,8.0,-0.5132720671050756,-0.9325527806965523
17.0,15.0,6.0,0.2733793873959361,-0.9074957697401741
17.0,16.0,6.0,-0.5939542675667178,-0.227824347548412
17.0,17.0,17.0,-0.4325898666434333,-0.66945416565458
17.0,18.0,3.0,-0.10986106479686443,0.2451267342532288
18.0,1.0,10.0,-0.6242100927398335,0.5927927612729782
18.0,2.0,10.0,-0.5737837174513072,0.6961529314680388
18.0,3.0,10.0,-0.5838689925090125,1.1534433814219431
18.0,4.0,14.0,-0.4325898666434333,2.888641390151142
18.0,5.0,18.0,1.3222479933972848,1.5355627985067128
18.0,6.0,12.0,0.24312356222282025,0.6930208050984916
18.0,7.0,1.0,0.16244136176117804,-1.057837835478444
18.0,8.0,7.0,0.8078989654543157,0.7055493105766808
18.0,9.0,13.0,-0.4830162419319597,-0.043028891745121894
18.0,10.0,13.0,-0.4830162419319597,-0.5253763526554046
18.0,11.0,15.0,-0.3519076661817911,0.13237018494952654
18.0,12.0,8.0,-0.5435278922781913,0.7274741951635116
18.0,13.0,6.0,0.06158861118412528,-1.079762720065275
18.0,14.0,6.0,-0.5233573421627807,-0.550433363611783
18.0,15.0,17.0,-0.5636984423936019,0.18874845960137768
18.0,16.0,17.0,-0.6948070181437704,0.5082253492952011
18.0,17.0,5.0,6.596846848577145,-0.07121802907104746
18.0,18.0,5.0,-0.5132720671050756,-0.011707628049648963
19.0,1.0,10.0,-0.4023340414703175,0.376676041774215
19.0,2.0,14.0,-0.1703727151430961,1.1534433814219431
19.0,3.0,18.0,-0.5132720671050756,-0.23095647391795923
19.0,4.0,18.0,-0.3821634913549069,0.6523031622943768
19.0,5.0,18.0,-0.3619929412394963,-0.049293144484216345
19.0,6.0,18.0,-0.3216518410086752,-0.07121802907104746
19.0,7.0,18.0,-0.3821634913549069,0.43618644279561364
19.0,8.0,18.0,-0.14011688996998026,0.7932488489240047
19.0,9.0,1.0,0.3641468629152836,-0.9701382971311199
19.0,10.0,15.0,1.7760853709940223,0.41739368457833004
19.0,11.0,8.0,-0.422504591585728,0.050934899341296906
19.0,12.0,8.0,3.6822023569003197,1.0093655684227678
19.0,13.0,8.0,-0.4729309668742544,-0.24974923213524297
19.0,14.0,6.0,-0.5536131673358966,-0.9450812861747415
19.0,15.0,6.0,-0.5838689925090125,-0.5880188800463504
19.0,16.0,6.0,-0.7452333934322969,-0.7195681875673365
19.0,17.0,6.0,-0.6342953677975388,-0.7853428413278298
19.0,18.0,17.0,-0.533442617220486,1.1534433814219431
19.0,19.0,4.0,0.9692633663776002,-1.0515735827393493
19.0,20.0,4.0,-0.4729309668742544,0.6773601732507549
20.0,1.0,10.0,-0.3821634913549069,0.257655239731418
20.0,2.0,10.0,-0.533442617220486,-0.014839754419196187
20.0,3.0,14.0,1.8567675714556644,1.1471791286828485
20.0,4.0,12.0,0.16244136176117804,1.065743843074619
20.0,5.0,12.0,0.7574725901657894,2.1933093361116436
20.0,6.0,12.0,-0.493101516989665,-0.3155238858957361
20.0,7.0,1.0,-0.3317371160663805,-0.8699102533056066
20.0,8.0,7.0,2.9157214525147186,0.9905728102054839
20.0,9.0,13.0,1.3726743686858112,-0.31865601226528345
20.0,10.0,7.0,-0.493101516989665,0.9843085574663896
20.0,11.0,13.0,0.05150333612642,-0.36563790780849276
20.0,12.0,15.0,0.41457323820381,-0.51911209991631
20.0,13.0,15.0,-0.493101516989665,-0.25601348487433756
20.0,14.0,15.0,-0.4325898666434333,0.22006972329685048
20.0,15.0,15.0,-0.5536131673358966,-0.9513455389138361
20.0,16.0,15.0,-0.3821634913549069,-0.29673112767845233
20.0,17.0,6.0,1.3625890936281058,-1.1173482364998426
20.0,18.0,6.0,-0.4023340414703175,-0.7258324403064311
20.0,19.0,17.0,0.817984240512021,1.4008813646161788
20.0,20.0,16.0,3.14768277884194,-0.26227773761343215
20.0,21.0,11.0,4.993288114402006,1.9176822155914819
20.0,22.0,11.0,-0.6443806428552441,1.8205862981355163
21.0,1.0,10.0,-0.5536131673358966,0.8151737335108358
21.0,2.0,10.0,-0.6544659179129494,0.5019610965561068
21.0,3.0,10.0,-0.6443806428552441,0.3798081681437625
21.0,4.0,10.0,-0.5031867920473703,0.6147176458598093
21.0,5.0,10.0,-0.4628456918165491,0.3672796626655733
21.0,6.0,10.0,-0.5132720671050756,-0.7696822094800932
21.0,7.0,10.0,-0.4124193165280227,0.2075412178186613
21.0,8.0,10.0,-0.714977568259181,0.138634437688621
21.0,9.0,10.0,-0.10986106479686443,2.1369310614597925
21.0,10.0,10.0,-0.5737837174513072,0.025877888384918557
21.0,11.0,10.0,-0.5435278922781913,1.927078594700124
21.0,12.0,10.0,-0.7654039435477075,0.016481509276276746
21.0,13.0,18.0,0.10192971141494639,-0.13699268283154056
21.0,14.0,7.0,1.624806245128443,1.6013374522672057
21.0,15.0,15.0,0.6465345645310313,-0.3343166441130198
21.0,16.0,8.0,0.021247510953304172,0.2827122506877963
21.0,17.0,17.0,0.7978136903966105,-0.4188840560907967
21.0,18.0,3.0,-0.4023340414703175,0.3610154099264786
21.0,19.0,3.0,-0.3922487664126122,-0.09627504002742582
22.0,1.0,10.0,-0.3821634913549069,-0.7352288194150731
22.0,2.0,18.0,-0.059434689508338044,-0.9857989289788563
22.0,3.0,18.0,-0.3922487664126122,-0.7164360611977892
22.0,4.0,18.0,-0.3216518410086752,-0.5347727317640465
22.0,5.0,18.0,-0.4426751417011386,-1.0766305936957277
22.0,6.0,18.0,-0.5435278922781913,-0.7634179567409987
22.0,7.0,18.0,-0.5233573421627807,-0.9732704235006672
22.0,8.0,1.0,-0.10986106479686443,-0.5253763526554046
22.0,9.0,7.0,-0.5939542675667178,-0.7227003139368839
22.0,10.0,8.0,1.0297750167238318,-0.48779083622083713
22.0,11.0,6.0,1.110457217185474,-0.36563790780849276
22.0,12.0,17.0,0.16244136176117804,-0.44707319341672225
22.0,13.0,6.0,-0.7048922932014757,-0.42201618246034406
22.0,14.0,6.0,-0.6847217430860653,-0.6945111766109584
22.0,15.0,17.0,-0.6242100927398335,-0.9419491598051942
22.0,16.0,17.0,-0.6948070181437704,-0.6005473855245396
22.0,17.0,17.0,-0.4426751417011386,-0.7759464622191878
22.0,18.0,16.0,-0.1199463398545697,-0.8573817478274174
22.0,19.0,2.0,0.8784958908582527,-0.4376768143080805
22.0,20.0,11.0,0.13218553658806223,-0.9638740443920253
22.0,21.0,11.0,-0.6342953677975388,-0.5598297427204247
22.0,22.0,11.0,-0.6040395426244229,-0.8542496214578701
22.0,23.0,3.0,0.031332786011009445,-0.9670061707615726
22.0,24.0,3.0,-0.4628456918165491,0.5614714975775054
22.0,25.0,3.0,-0.5636984423936019,-0.660057786545938
22.0,26.0,3.0,-0.4830162419319597,0.20127696507956686
22.0,27.0,3.0,-0.493101516989665,-0.37190216054758735
23.0,1.0,18.0,2.280349123879286,-0.9106278961097213
23.0,2.0,18.0,-0.4023340414703175,0.9623836728795584
23.0,3.0,12.0,-0.3014812908932647,1.2943890680515713
23.0,4.0,12.0,-0.19054326525850665,-0.47526233074264795
23.0,5.0,13.0,2.61316320078356,-0.3437130232216618
